Time,Vm for Node #0,Vm for Node #1,
0.0,-65.00003242671683,-65.00003242671683
0.01,-65.00006366229988,-65.00006366229988
0.02,-65.00009376020567,-65.00009376020567
0.03,-65.00012277139939,-65.00012277139939
0.04,-65.00015074447091,-65.00015074447091
0.05,-65.00017772574546,-65.00017772574546
0.06,-65.00020375938912,-65.00020375938912
0.07,-65.00022888750946,-65.00022888750946
0.08,-65.00025315025147,-65.00025315025147
0.09,-65.00027658588903,-65.00027658588903
0.1,-64.80029923091219,-65.00029923091219
0.11,-64.6018091437835,-65.000187786777
0.12,-64.40476223125879,-64.99994435957228
0.13,-64.2091165612491,-64.99957098546537
0.14,-64.0148320326399,-64.99906963413396
0.15,-63.821870085741764,-64.99844221187709
0.16,-63.63019344723055,-64.99769056443827
0.17,-63.439765904419154,-64.9968164795694
0.18,-63.250552104517666,-64.99582168936004
0.19,-63.0625173752142,-64.99470787235364
0.2,-62.87562756346982,-64.99347665546935
0.21,-62.689848889888864,-64.99212961574587
0.22,-62.50514781641601,-64.99066828192174
0.23,-62.32149092543791,-64.98909413586465
0.24,-62.138844808640286,-64.98740861386094
0.25,-61.95717596420089,-64.98561310777522
0.26,-61.776450701090866,-64.98370896608878
0.27,-61.596635049418914,-64.98169749482452
0.28,-61.41769467588878,-64.9795799583653
0.29,-61.239594803554525,-64.97735758017194
0.3,-61.062300135154324,-64.97503154340598
0.31,-60.88577477938398,-64.97260299146242
0.32,-60.709982179538635,-64.9700730284165
0.33,-60.534885044007346,-64.96744271938819
0.34,-60.36044527815166,-64.96471309082806
0.35000000000000003,-60.186623917137545,-64.96188513072713
0.36,-60.01338105932103,-64.95895978875346
0.37,-59.84067579981254,-64.95593797631753
0.38,-59.66846616386432,-64.95282056656833
0.39,-59.49670903973951,-64.94960839432179
0.4,-59.32536011073133,-64.94630225592257
0.41000000000000003,-59.154373786007234,-64.94290290904051
0.42,-58.983703129954684,-64.939411072402
0.43,-58.81329978970482,-64.93582742545708
0.44,-58.64311392050592,-64.9321526079822
0.45,-58.47309410861152,-64.92838721961854
0.46,-58.30318729133829,-64.92453181934546
0.47000000000000003,-58.13333867393576,-64.92058692488851
0.48,-57.963491642894695,-64.91655301206106
0.49,-57.7935876753024,-64.91243051403816
0.5,-57.62356624383205,-64.90821982056131
0.51,-57.453364716928995,-64.90392127707219
0.52,-57.28291825372958,-64.8995351837733
0.53,-57.11215969321775,-64.89506179461306
0.54,-56.9410194370905,-64.89050131619241
0.55,-56.76942532576578,-64.88585390659001
0.56,-56.59730250692483,-64.8811196741022
0.5700000000000001,-56.42457329593515,-64.87629867589392
0.58,-56.251157027449864,-64.8713909165563
0.59,-56.07696989742371,-64.86639634656572
0.6,-56.101924794725036,-64.86131486063935
0.61,-56.12428022778265,-64.85627962931433
0.62,-56.14407579342254,-64.85128824815332
0.63,-56.16135365319775,-64.84633838078207
0.64,-56.17615807371615,-64.84142775868523
0.65,-56.18853499700748,-64.83655418076955
0.66,-56.19853164112314,-64.83171551271289
0.67,-56.206196130770934,-64.82690968611736
0.68,-56.21157715746179,-64.82213469748521
0.6900000000000001,-56.21472366837946,-64.8173886070353
0.7000000000000001,-56.215684582971384,-64.81266953737783
0.71,-56.214508536093064,-64.80797567206403
0.72,-56.21124364641384,-64.80330525402691
0.73,-56.20593730870347,-64.79865658392823
0.74,-56.198636008561465,-64.79402801842596
0.75,-56.189385158120345,-64.78941796837542
0.76,-56.17822895124509,-64.78482489697643
0.77,-56.16521023676132,-64.78024731787791
0.78,-56.150370408269744,-64.77568379324995
0.79,-56.13374930914181,-64.77113293183314
0.8,-56.115385151338536,-64.76659338697314
0.81,-56.09531444674855,-64.76206385464856
0.8200000000000001,-56.07357194980113,-64.7575430714984
0.8300000000000001,-56.0501906101727,-64.75302981285529
0.84,-56.02520153447078,-64.74852289078945
0.85,-55.998633955844966,-64.74402115216797
